名称,户型,面积,朝向,是否装修,有无电梯,总价,单价,产权信息
苏安新村 全新精装未住 满五年 房东诚心出售,2室1厅,50平米,南,精装,高楼层(共6层),139,27800,共有
新狮新苑精装中户阁楼  采光好  精装空关  拎包入住,3室1厅,93.55平米,南,精装,高楼层(共6层),216,23090,非共有
港龙西南边户，中高楼层视野好，能望到石湖哟,3室1厅,51平米,西南,精装,高楼层(共20层),81.5,15981,共有
彩香一村一区，东边户，精装修，看房有钥匙,2室1厅,61.2平米,南,精装,高楼层(共6层),139.8,22844,共有
十全街 沧浪 振华 一楼带大院子 全新精装 拎包入住,3室1厅,186.98平米,南 北,精装,低楼层(共3层),438,23425,共有
三元三村2房朝南，小区安静位置不靠路，看房有钥匙,2室1厅,53.38平米,北,简装,6层,118,22106,非共有
底楼层，总价底 房东诚心出售，地铁口,2室1厅,68.53平米,南,精装,低楼层(共6层),159,23202,非共有
自住装修 随时入住 可以随时用X区 中上楼层,2室1厅,72.34平米,南 北,精装,中楼层(共6层),307,42439,共有
六区两房，业主诚意出售，户型方正，全天采光位置优异,2室2厅,97.35平米,南,简装,中楼层(共30层),396,40678,共有
房东诚信出售 看房方便  有钥匙,3室2厅,85.5平米,南,精装,低楼层(共33层),210,24562,共有
徐家浜新村 2室1厅 南,2室1厅,57.94平米,南,简装,低楼层(共6层),159,27443,共有
虎阜花园东区 精装小两房 双阳台 西边户 草桥,2室1厅,46.1平米,南,精装,中楼层(共5层),143,31020,共有
白塘三期 位置好，业主诚心出售,3室2厅,84.06平米,南,精装,32层,367,43660,共有
新装大3房 户型方正 采光刺眼 可随时看房 满2年,3室2厅,105.72平米,南,精装,中楼层(共5层),130,12297,共有
鑫苑世家精装3房，中间楼层，带车位出售，随时看房,3室2厅,107.83平米,南 北,精装,中楼层(共24层),230,21330,共有
绿地都会雅苑纯毛坯中间楼层出脚方便,3室1厅,123.74平米,南,毛坯,中楼层(共32层),282.9,22863,共有
万科未来之城 3室1厅 南,3室1厅,85平米,南,毛坯,中楼层(共34层),133,15648,非共有
出门就是地铁  户型正 楼层佳 全明 带独库 看房方便,3室2厅,125平米,南,精装,中楼层(共4层),330,26400,非共有
{明星推荐}S1西环路大复式，看房有钥匙，随时陪看。,4室2厅,130.55平米,南 北,毛坯,高楼层(共6层),162,12410,共有
房东包税边户采光足，通透，楼间距大，诚心出售,3室2厅,90.5平米,南,精装,低楼层(共18层),160,17680,非共有
新上 沧本振华未用 朝南全明户型 有独立车库车位,3室2厅,101.02平米,南,精装,低楼层(共3层),394,39003,非共有
新上三房，楼层好采光无遮挡，诚心出售,3室2厅,86.9平米,南,简装,中楼层(共5层),185,21289,共有
多层洋房，中间楼层，户型正气，采光充足,3室2厅,91.1平米,南,简装,中楼层(共6层),210,23052,非共有
新出大四房 刚刚交房 全新未住人 业主诚心出售,4室2厅,143平米,南,精装,低楼层(共17层),800,55945,共有
万科稀有C户型 带入户花园 楼层好 精装修 全明户型,3室2厅,91平米,南,精装,高楼层(共34层),213.9,23506,共有
30万精装，满五唯一，全屋地暖，视野好。,3室2厅,98.5平米,南,精装,30层,400,40610,共有
客厅朝南带阳台，主卧朝南有飘窗，业主诚意出售,2室2厅,88平米,南,精装,低楼层(共25层),115,13069,共有
阳光昆城  精选大三房 位置地段好  看房有钥匙 随时看,3室2厅,97平米,南,精装,中楼层(共6层),172.8,17815,共有
杨木桥新苑 2室2厅 南,2室2厅,76平米,南,毛坯,高楼层(共24层),135,17764,共有
御花园　新区繁华地段　多层带电梯　采光通透好！,2室2厅,93.33平米,南,精装,中楼层(共6层),413,44252,共有
万宇名都花园，精装3房，三开间朝南有车位，拎包入住,3室2厅,94.8平米,南,精装,低楼层(共16层),195,20570,共有
精装修，房东诚意出售，随时可看,3室2厅,101平米,南,精装,中楼层(共18层),246,24357,非共有
此房格局方正敞亮，客厅有宽敞大阳台，通风很好,3室2厅,108平米,南,精装,低楼层(共18层),215,19908,共有
锦荷苑通透大三房，，采光通风良好，教科院,3室2厅,102.17平米,南 北,毛坯,中楼层(共17层),288,28189,共有
全新社区 绿地开发商 金钥匙联盟万科物业 出门地铁口,3室2厅,93.7平米,南 北,毛坯,中楼层(共32层),216,23053,非共有
满两年  采光好   视野好  毛坯未入住   通透,3室2厅,92.72平米,南,毛坯,中楼层(共27层),213,22973,共有
此新小区 央企品质 地铁口 朝阳河花苑通透三房 诚售,3室2厅,92平米,南,简装,中楼层(共27层),214,23261,共有
地铁口 富康新村 大三房 户型正气  低总价 看房方便,3室1厅,98.72平米,南,简装,低楼层(共6层),190,19247,非共有
满五唯一 房龄新 一楼 带独库 毛坯 价格可谈,3室2厅,77.87平米,南,毛坯,低楼层(共5层),154,19777,共有
户型方正，采光充足，户型好小区配套齐全，带独库,3室1厅,90.55平米,南 北,精装,低楼层(共6层),200,22088,共有
何山路散盘3-2-1-1 95.8m²   200万,3室2厅,95.8平米,南,精装,高楼层(共5层),196.7,20533,非共有
东港新村精装三房一楼带超大院子,3室1厅,75.5平米,南,精装,低楼层(共4层),256,33908,共有
御窑花园通透三房  边户毛坯可自装  带自库,3室2厅,127.02平米,南 北,毛坯,中楼层(共5层),238.5,18777,非共有
盘蠡村 地铁口旁 中间楼层 2房朝南的户型 1房朝北,3室1厅,80.23平米,南,简装,中楼层(共6层),189,23558,非共有
纯万科开发 品质小区 人车分流 精装修 楼层优质,4室2厅,108.11平米,南,精装,高楼层(共16层),188,17390,共有
鑫苑世家，三房，满2年，带车位，房东急售。,3室2厅,91.95平米,南,简装,高楼层(共33层),173,18815,共有
边套南北户型  带车位 精装  满两年，税少,3室2厅,105平米,南,精装,低楼层(共24层),222,21143,共有
景观楼层东边户大三房，单价13170，业主换房急售可谈,3室2厅,123.63平米,南,毛坯,高楼层(共15层),161,13023,共有
满两年，交通方便，诚心出售，价格可谈,3室2厅,93平米,南,精装,中楼层(共31层),196,21076,非共有
漢城国际2-2-1-1 89.00m² 110 万,2室2厅,89平米,南,简装,低楼层(共15层),104.9,11787,共有
旭辉华庭超低价格三房 满两年 看中可谈,3室2厅,90.85平米,南,简装,高楼层(共18层),189,20804,共有
满二 全新未住 视野开阔 东边户  非顶楼 看房有钥匙,4室2厅,150.42平米,南 北,精装,高楼层(共26层),800,53185,共有
嘉宝梦之晨 4室2厅 南 北,4室2厅,138平米,南 北,精装,高楼层(共34层),275,19928,共有
全新精装未住 诚心出售 一楼半带自行车库 看房有钥匙,3室2厅,93.77平米,南,精装,低楼层(共5层),255,27195,共有
全新装修 小区万科管家 户型方正，中间楼层，采光好,3室2厅,90.06平米,南,精装,高楼层(共34层),192,21320,非共有
手里有套房 单身也无妨 结婚不买房 除非搞定丈母娘,3室2厅,86.34平米,南 北,精装,中楼层(共40层),159,18416,非共有
和泰家园 精装四房 满五唯一 中间楼层 诚意出售！,4室2厅,120平米,南,精装,高楼层(共26层),246,20500,共有
三香路 市政府旁 彩虹新村 通透三房 看房随时 诚售,3室1厅,70平米,东南,简装,中楼层(共17层),145,20715,共有
中间位置、中上楼层、精美婚装、诚心出售,3室2厅,140平米,南 北,精装,20层,396,28286,共有
精装三房，拎包入住，满两年，三开间朝南，随时看房。,3室2厅,91.64平米,南,精装,中楼层(共33层),173,18879,非共有
万科精装保养好，带入户花园，中间楼层，总价低,3室2厅,89.9平米,南,精装,低楼层(共34层),212,23582,共有
金御华府 一梯一户 全天采光 业主置换 随时可签,3室2厅,96.18平米,南,精装,中楼层(共18层),254,26409,共有
惠宇华庭房型正楼层视野好，全天采光，房东卖房诚意,3室2厅,110.22平米,南,毛坯,高楼层(共29层),308,27945,共有
锦荷苑东低密度小区，通透小三房出售,3室2厅,96.69平米,南,毛坯,中楼层(共14层),268,27718,非共有
业主急售，全新精装婚房未入住，品牌装修，价格可谈。,4室2厅,136.52平米,南 北,精装,高楼层(共6层),179,13112,共有
东园平江路独门独院可做民宿私房出售,3室1厅,120平米,南,精装,低楼层(共1层),367,30584,非共有
市区 金鹰大润发商圈 金鹰二期精装大三房 随时看房,3室2厅,136平米,南,精装,低楼层(共34层),380,27942,共有
诚售建发下叠，挑高地下室，满两年，建议实地看！,4室2厅,193平米,南,毛坯,下叠(共4层),575,29793,共有
里河新村精装大三房采光好户型方正出行便利,3室1厅,66平米,南,精装,高楼层(共6层),152,23031,共有
精装复式公寓 保养好 近地铁 商圈位置独特,2室1厅,46.6平米,北,精装,高楼层(共22层),55,11803,共有
满二，精装，视野很好，采光不错，交通方便,3室2厅,95平米,北,精装,中楼层(共6层),190,20000,共有
湖畔樾山全新毛坯三房   景观楼 房东诚心出售,3室2厅,90.73平米,南,精装,低楼层(共33层),146,16091,共有
繁华里 89平3房 精装修 满二 中间楼层  采光好通风佳,3室2厅,89.21平米,南,精装,中楼层(共30层),179.5,20122,非共有
临湖洋房 法式洋房风格 得房率高 即将满两年,4室2厅,140.21平米,南,毛坯,上叠(共5层),505,36018,非共有
高铁新城板块 苏大 全新毛坯 满二 带车位 有钥匙,3室2厅,107.09平米,南,毛坯,低楼层(共30层),315,29415,共有
常发香城湾大三房精装全修拎包入住,3室2厅,107平米,南,精装,低楼层(共26层),171,15982,共有
安元佳苑 舒适大三房 近地铁 好楼层 公摊少,3室2厅,130平米,南,精装,中楼层(共5层),203,15616,非共有
品质小区水城丽都新上 大三房户型正气 业主诚售可议,3室2厅,136.5平米,南,毛坯,高楼层(共19层),348,25495,共有
此房满五唯一，30万装修，诚心急售，看房方便,3室2厅,114平米,南,精装,中楼层(共6层),170,14913,共有
湖畔樾山，双湖景观楼层，116平大三房，小区环境优美,3室2厅,116平米,南,精装,低楼层(共18层),182,15690,非共有
中华园东村  带阁楼   还有12平车库 精装大三房急售,3室1厅,85平米,南 北,精装,高楼层(共6层),125,14706,共有
：全新毛坯，可随心装修，复式，可观诺贝尔湖。,3室2厅,97平米,南,毛坯,中楼层(共18层),259,26702,共有
24小时 看房方便 东边户的  带花园,4室2厅,141.33平米,东,毛坯,3层,545,38563,共有
出售 金塘园简装3/2/2看房提前预约。,3室2厅,143.19平米,南 北,精装,低楼层(共24层),280,19555,共有
全新毛坯三房，南北正通，户型方正，中上楼层，采光好,3室2厅,114.32平米,南,毛坯,25层,480,41988,共有
新区公园旁，花园洋房，次新小区 ，有钥匙 看房随时,3室2厅,128平米,南,毛坯,中楼层(共11层),328,25625,共有
世茂东壹号 老式精装修  户型方正 采光充足,3室2厅,138.2平米,南,精装,中楼层(共24层),237,17150,共有
精装修，顶观楼层，房东诚心出手！价格可谈！,3室2厅,129.33平米,南,精装,高楼层(共10层),438,33867,共有
汽配城好房 房东诚心出售 看房随时,3室1厅,104.9平米,东南 西北,简装,低楼层(共3层),89,8485,非共有
星光耀一期三室两厅两卫，毛坯房诚意出售,3室2厅,121平米,南 北,毛坯,中楼层(共27层),289,23885,共有
嘉业五期   精装大三房   业主诚心出售,3室2厅,123平米,南,精装,低楼层(共6层),366,29757,共有
精装修，保养好，户型方正，房间采光好，交通便利,3室2厅,122平米,南,精装,中楼层(共18层),255,20902,共有
国际服装城 全新装修 家电家具齐全 有钥匙随时看,3室2厅,140平米,南,精装,中楼层(共6层),215,15358,共有
凤凰城好房，唯一住房，诚意出售，装修新保养好,3室2厅,108.15平米,南 北,精装,低楼层(共25层),289,26723,共有
旭辉香格里 家电家具全留 统一精装,3室2厅,89.57平米,南,精装,低楼层(共18层),230,25679,共有
现代简约精致装修 第五元素通透三房（价格可谈）,3室2厅,119.97平米,南,精装,24层,456,38010,共有
南山金城，毛坯三房，中间楼层，有钥匙，随时看房,3室2厅,88.26平米,南,毛坯,中楼层(共25层),189,21415,共有
姑苏裕沁庭，精装四房，采光好，无遮挡，急售,4室2厅,163.54平米,南 北,简装,31层,405,24765,共有
天裕人家三房朝南精装30万 好楼层,3室2厅,89.15平米,南,精装,中楼层(共25层),339,38026,非共有
金龙花园精装修3房，独立自行车库，不靠马路,3室2厅,109.5平米,南,精装,高楼层(共6层),432,39453,共有
万科景观位置、全天采光无遮挡、精装小三房、,3室2厅,86平米,南,精装,高楼层(共34层),168,19535,共有
西环路站繁华里小高层，精装修，满2年，诚意出售,3室2厅,85平米,南 北,精装,中楼层(共11层),185,21765,共有
小冉推荐U世代三房，适合一家三代，生活便利,3室2厅,84平米,南,简装,低楼层(共34层),156.9,18679,共有
永旺宜家旁 金筑家园 全新硬装91平 房东急售,3室2厅,91.4平米,南,精装,中楼层(共17层),185,20241,共有
万科精装 全新从未住过人 看房方便,3室2厅,90.5平米,南,精装,高楼层(共18层),148,16354,非共有
可逸兰亭  精装 3室2卫拎包入住 价格可谈,3室2厅,107平米,南,精装,低楼层(共23层),197,18412,共有
降价10万 景观3房2卫 全新毛坯 低于市场价诚心出售,3室2厅,101.55平米,南 北,毛坯,高楼层(共31层),128.8,12684,共有
玫瑰久久精装大三房 红庄地铁口 带车位 满5唯一,3室2厅,115.25平米,南,精装,中楼层(共11层),237,20564,非共有
玉莲小户  精装自住带阁楼，业主是本地人诚售此房！,3室1厅,87平米,南 北,简装,高楼层(共5层),136.8,15725,共有
小区配套成熟，精装电梯好楼层，格局方正 户型好，,3室2厅,137平米,南 北,精装,高楼层(共12层),269,19636,共有
景城经典2+1 满五唯一，高楼层，视野好,3室2厅,110平米,南 北,精装,高楼层(共30层),583,53000,共有
复式折叠三层，三楼20平空中大花园。采光很棒,3室2厅,133平米,南,毛坯,高楼层(共5层),520,39098,共有
齐门人家3房，南一排中高楼层，采光刺眼视野开阔,3室2厅,109.51平米,南,毛坯,中楼层(共32层),280,25569,共有
